id;domain;name
27310772057;adidas.com;adidas Sverige AB
25509815374;adient.com;Adient Sweden AB
27308448267;adient.com;Adient Sweden AB
16832100734;adobe.com;Adobe
26727542807;adobe.com;Adobe Systems Nordic AB
16862749830;aeron.no;AERON AS
24996812392;aeron.no;AERON AS
17298511104;affarsverken.se;Affärsverken
22401684114;affarsverken.se;Affärsverken Elnät i Karlskrona AB
22401684109;affarsverken.se;Affärsverken Energi i Karlskrona AB
16866694200;afgruppen.no;AF Gruppen ASA
25303285837;afgruppen.no;AF OFFSHORE DECOM AS
25304922517;afmuseet.no;ASTRUP FEARNLEY MUSEET AS
18423765363;afmuseet.no;Astrup Fearnley Museet
29272700561;afry.com;AFRY
26265295007;afry.com;AFRY Management Consulting AB
23971420325;agaia.no;AGAIA AS
18436029301;agaia.no;Agaia
27314022770;ages.se;AGES Hörle AB
28858413882;ages.se;AGES Värnamo AB
27857284916;agilent.com;Agilent Technologies Finland Oy
16922028350;agilent.com;Agilent Technologies Inc
17042889220;ahlstrom.com;Ahlstrom
25013023515;ahlstrom.com;Ahlstrom Aspa Bruk AB
20478506123;ahlstrom.com;Ahlstrom Oyj
17479835721;aikfotboll.se;AIK Fotboll
27903419152;aikfotboll.se;AIK Fotboll AB
17481174535;aimpoint.com;Aimpoint AB
25006414874;aimpoint.com;Aimpoint AB
8816113775;ains.fi;A-Insinöörit Oy
20354271541;ains.fi;A-Insinöörit Oy Lappi
20354329398;ains.fi;A-Insinöörit Rakennuttaminen Oy
20352895267;ains.fi;A-Insinöörit Suunnittelu Oy
20354327940;ains.fi;AINS Holding Oy
18530814795;airpro.fi;Airpro Oy
20817557163;airpro.fi;Airpro Oy
20817778859;airpro.fi;RTG Ground Handling Oy
15387810938;ajprodukter.se;AJ Produkter
26765517663;ajprodukter.se;AJ Produkter AB
20674372437;akademika.no;AKADEMIKA AS
16869093687;akademika.no;Akademika
17469417129;akademiskahus.se;Akademiska Hus
28844382046;akademiskahus.se;Akademiska Hus AB
28907031623;akademiskahus.se;Akademiska Hus Aktiebolag
29591783821;akastor.com;AKASTOR AS
29595956621;akastor.com;AKOFS I AS
20525209502;akerasa.com;AKER ASA
16368387404;akerasa.com;Aker ASA
20477489675;akerbiomarine.com;AKER BIOMARINE ANTARCTIC AS
28925836566;akerbiomarine.com;AKER BIOMARINE ASA
16869123703;akerbiomarine.com;Aker BioMarine AS
20525102678;akerbp.com;AKER BP ASA
17783686188;akerbp.com;Aker BP
25965517107;akershusenergi.no;AKERSHUS ENERGI AS
16365180756;akershusenergi.no;Akershus Energi
20477317182;akvagroup.com;AKVA GROUP ASA
26326662403;akvagroup.com;AKVA GROUP ASA
28926503477;akvagroup.com;AKVA GROUP SERVICES AS
16869211833;akvagroup.com;AKVA group
16869301892;akzonobel.com;Akzo Nobel N.V
25008168467;akzonobel.com;International Färg AB
20172082010;ala.fi;ALA Architects
20352731178;ala.fi;Arkkitehtitoimisto ALA Oy
28941222168;alaas.no;ALA AS
30137334930;alaas.no;ALÅS AS
25013364323;albincomponents.se;Albin Components AB
26557568823;albincomponents.se;Albin Components AB
17481594245;alde.se;Alde International Systems AB
25007545949;alde.se;Alde International Systems AB
26352998421;alde.se;Alde International Systems Aktiebolag
30136404377;alfalaval.no;ALFA LAVAL NORDIC AS
30140949571;alfalaval.no;ALFA LAVAL NORDIC AS
30153285635;alfalaval.no;ALFA LAVAL NORDIC AS
20817577301;alfaroc.fi;Alfaroc Oy
20817757805;alfaroc.fi;Wetera Capital Oy
17563853663;alfmix.fi;Alfmix
20478695256;alfmix.fi;Alfmix Oy
26126516557;alimakgroup.com;Alimak Group Sweden AB
17481772452;alimakgroup.com;Global Site
22401768865;alingsasenergi.se;Alingsås Energi AB
22402416811;alingsasenergi.se;Alingsås Energi Elhandel och Elproduktion AB
23731116387;allskog.no;ALLSKOG SA
18624874282;allskog.no;Allskog SA
19144618278;alltime.fi;Alltime
23477337433;alltime.fi;Alltime Group Oy
16317205852;almaco.cc;ALMACO Group
20477988881;almaco.cc;Almaco Group Oy
22390016898;almondy.com;Almondy
24998183276;almondy.com;Almondy AB
19245804060;alten.fi;ALTEN
20717696116;alten.fi;Alten Finland Oy
29860379805;altor.com;ALTOR EQUITY PARTNERS AS
17486770498;altor.com;Altor Equity Partners
29512244551;altor.com;Altor Equity Partners AB
25015165565;aluman.se;Alab Aluman AB
26559009349;aluman.se;Alab Aluman AB
18555585408;alutec.fi;Alutec
20860393239;alutec.fi;Alutec Oy
7888678814;alva.fi;Alva-Yhtiot
20817521694;alva.fi;Jyväskylän Voima Oy
25012686962;alvsbyhus.se;Älvsbyhus AB
26564601209;alvsbyhus.se;Älvsbyhus AB
30135167101;amatec.no;AMATEC A/S
30148656457;amatec.no;AMATEC A/S
16869535070;amatec.no;Amatec AS
17158352435;amersports.com;Amer Sports
20478145600;amersports.com;Amer Sports Suomi Oy
15684913202;amffastigheter.se;AMF Fastigheter
28850738983;amffastigheter.se;Amf Fastigheter AB
16931226757;amo-toys.com;AMO Toys
29523242504;amo-toys.com;Amo Toys AB
25007087704;amokabel.com;Amo Specialkabel AB
26134907017;amokabel.com;amo specialkabel AB
28649365030;amokabel.com;amokabel AB
19067742209;amplit.fi;Amplit
20717722909;amplit.fi;Amplit Oy
26764833450;amring.se;Amring, Amerikanska Ringdepoten AB
29505011513;amring.se;Amring, Amerikanska Ringdepoten Aktiebolag
15662875742;andritz.com;Andritz
24998183275;andritz.com;Andritz AB
20477373329;animalia.no;ANIMALIA AS
16869394343;animalia.no;Animalia- Norwegian Meat and Poultry Research Center
25300354436;annomuseum.no;ANNO MUSEUM AS
19292803247;annomuseum.no;Anno
20860507262;anstar.fi;Anstar Oy
20860588327;anstar.fi;Anstar Oy
16298427230;antell.fi;Antell
20817872966;antell.fi;Katri Antell Oy
26332657059;anva.se;AnVa Polytech AB
26553090920;anva.se;AnVa Titech System AB
27317503012;anva.se;Anva Polytech AB
16873941365;apollo.se;Apollo
26743044716;apollo.se;DERTOUR Nordic AB
22362332979;aprendereskolor.se;Aprendere Skolor AB (publ)
20783258217;aprendereskolor.se;Aprendere skolor
29610314030;apriil.no;APRIIL PR AS
17931570796;apriil.no;Apriil
25970290848;aquagen.no;AQUAGEN AS
16888341582;aquagen.no;AquaGen AS
22746431836;arba.no;ARBA AS
19019955478;arba.no;Arba AS
25299069048;arbor.no;ARBOR AS
25295299242;arbor.no;ARBOR-KRAGERØ AS
29869314395;archerwell.com;ARCHER AS
28924286267;archerwell.com;ARCHER CONSULTING AS
16888414492;archerwell.com;Archer
17615224236;arco.fi;Arco
20352640810;arco.fi;Arco Architecture Company Oy
20354231111;arco.fi;Arco Holding II Oy
28923818586;arctic.com;ARCTIC SECURITIES AS
16775208048;arctic.com;The arctic group
17490258357;areco.se;Areco
26137678200;areco.se;Areco Profiles AB
20172081830;areite.fi;Areite
20350399747;areite.fi;CTOH Oy
25969536591;arendalsfoss.no;ARENDALS FOSSEKOMPANI ASA
17784290945;arendalsfoss.no;Arendals Fossekompani
20520801610;argeo.no;ARGEO AS
20520771670;argeo.no;ARGEO SURVEY AS
16365978676;argeo.no;Argeo
17490315521;aritco.com;Aritco
26128941103;aritco.com;Aritco Lift AB
26765525291;arkenzoo.se;Arken Zoo
29498715290;arkenzoo.se;Arken Zoo AB
16959133569;arrow.com;Arrow
27308448269;arrow.com;Arrow Components Sweden AB
15816891710;arvidnordquist.se;Arvid Nordquist
25002559507;arvidnordquist.se;Arvid Nordquist Handels AB
28942039721;askeladden.co;ASKELADDEN & CO OPERATIONS AS
28935380005;askeladden.co;Askeladden
24995663277;asplanviak.no;ASPLAN VIAK AS
16959180058;asplanviak.no;Asplan Viak
27320602041;assaabloyentrance.com;ASSA ABLOY Entrance Systems IDDS AB
26287713863;assaabloyentrance.com;Assa Abloy Entrance Systems Production Skellefte
30142664315;assist.no;ASSIST KRISTIANSAND AS
30171328074;assist.no;ASSIST KRISTIANSAND AS
25281162605;astridlindgrensvimmerby.se;Astrid Lindgrens Vimmerby AB
29197216790;astridlindgrensvimmerby.se;Astrid Lindgrens Vimmerby AB
25300330326;astrup.no;ASTRUP AS
16959270422;astrup.no;Astrup AS
18838460011;atagears.fi;ATA Gears
30640716323;atagears.fi;Ata Gears Oy
20149235853;atloy.fi;ATL
20354243935;atloy.fi;ATL-Rakennushuolto Oy
17493002582;atosmedical.com;Atos Medical
25013031308;atosmedical.com;Atos Medical AB
17492965513;atoy.se;Atoy Automotive Sweden AB
26743044715;atoy.se;Atoy Automotive Sweden AB
15641158808;atria.fi;Atria
20860688243;atria.fi;Atria Suomi Oy
22390016270;atria.fi;Atria Sverige AB
25012869717;attacustrahus.se;Attacus Trähus AB
26546578968;attacustrahus.se;Attacus Trähus AB
16959367218;auralight.com;Aura Light
25013042816;auralight.com;Aura Light AB
19170627376;auraprint.fi;Auraprint Oy
20860727613;auraprint.fi;Auraprint Oy
25009885088;aurenalabs.com;Aurena Laboratories AB
26559027515;aurenalabs.com;Aurena Laboratories AB
28275505198;austri.no;AUSTRI KJØLBERGET DA
25973059375;austri.no;AUSTRI RASKIFTET DA
17383150338;autoit.dk;Auto IT
20521013064;autoit.dk;BILTORVET AS
20347577744;autostoresystem.com;AUTOSTORE AS
16959356231;autostoresystem.com;AutoStore
17493695021;avensia.com;Avensia
29522467935;avensia.com;Avensia AB (publ)
20733421133;aviarealestate.fi;Avia Real Estate Oy
19395574864;aviarealestate.fi;Aviarealestate
17697793304;avidlyagency.com;Avidly
20817941426;avidlyagency.com;Avidly Oy
28931625882;avoconsulting.no;AVO CONSULTING AS
16959378080;avoconsulting.no;Avo Consulting
16299619408;avs-yhtiot.fi;AVS-Yhtiöt Oy
20478629179;avs-yhtiot.fi;Parmex Oy
20168019283;aw2.fi;AW2 Architects -part of AINS Group
20354266216;aw2.fi;AW2 Architects Oy
24995673113;axactor.com;AXACTOR ASA
28937077608;axactor.com;AXACTOR CAPITAL AS
16959445819;axactor.com;Axactor
25534220579;axelent.se;Axelent Aktiebolag
17498324902;axelent.se;Axelent Group
24996804638;axessgroup.com;AXESS AS
16959418479;axessgroup.com;Axess
26125742956;axjo.com;Axjo Europe AB
17505396054;axjo.com;Axjo Group
28278102840;axpo.com;AXPO NORDIC AS
29261885823;axpo.com;Axpo Finland Oy
28930851635;baa.no;BRYN AARFLOT AS
19540297131;baa.no;Bryn Aarflot
17511949616;bagarenochkocken.se;Bagaren Och Kocken
29512861986;bagarenochkocken.se;Bagaren och Kocken AB
25970476320;bahr.no;ADVOKATFIRMAET BAHR AS
16862137750;bahr.no;Advokatfirmaet BAHR
17514414344;bakelssweden.se;Bakels Sweden
22390067968;bakelssweden.se;Bakels Sweden AB
25015165566;bakelssweden.se;Bakels Sweden AB
17615225677;balanco.fi;Balanco
20350299292;balanco.fi;Balanco Oy
26127980059;balco.se;Balco AB
17514436280;balco.se;Balco Group
10863445114;balder.se;Fastighets AB Balder
28850892179;balder.se;Fastighets AB Balder
18838152843;balticyachts.fi;Baltic Yachts
20477719725;balticyachts.fi;Baltic Yachts Oy Ab Ltd
29502999333;bama.se;BAMA Nordic AB
22390012568;bama.se;Bama Foods AB
25005735847;bama.se;Bama Foods AB
20352171103;bama.se;Bama Fresh Cuts Oy
22196339981;banenor.no;BANE NOR SF
16959592528;banenor.no;Bane NOR
17391188481;bangbonsomer.com;Bang & Bonsomer
23822111064;bangbonsomer.com;Bang & Bonsomer Group Ab
20355604353;banqsoft.com;BANQSOFT AS
16959647304;banqsoft.com;Banqsoft
30138263405;barnashus.no;BARNAS HUS NORGE AS
30156326558;barnashus.no;BARNAS HUS NORGE AS
30142975146;barnashus.no;BH NORDIC AS
30152670623;barnashus.no;BH NORDIC AS
23965550430;barnebokinstituttet.no;NORSK BARNEBOKINSTITUTT
18122681383;barnebokinstituttet.no;Norsk barnebokinstitutt
20520947129;barneombudet.no;BARNEOMBUDET
18392272219;barneombudet.no;Barneombudet
16309000507;barona.fi;Barona
20817870671;barona.fi;Barona Oy
20817809320;barona.fi;Barona Solutions Oy
17391267135;barry-callebaut.com;Barry Callebaut
22389904486;barry-callebaut.com;Barry Callebaut Sweden AB
25000264326;barry-callebaut.com;Barry Callebaut Sweden AB
18759651254;be-ge.se;Be-Ge Lastbilar AB
27313869403;be-ge.se;Be-Ge Seating AB
17615932027;begroup.fi;BE Group Oy Ab
21152566530;begroup.fi;BE Group Oy Ab
26765006391;beiersdorf.se;Beiersdorf AB
27309841318;beiersdorf.se;Beiersdorf AB
17528355947;beijerelectronics.com;Beijer Electronics
26564750452;beijerelectronics.com;Beijer Electronics AB
17528488354;beijerref.com;Beijer Ref
28643389778;beijerref.com;Beijer Ref AB (publ)
20521094424;bellona.org;OCEAN FOREST AS
19186502506;bellona.org;The Bellona Foundation
26264249387;bengtdahlgren.se;Bengt Dahlgren Karlstad AB
26258253388;bengtdahlgren.se;Bengt Dahlgren Skövde AB
26552002066;bengtdahlgren.se;Bengt Dahlgren Stockholm AB
26250523225;bengtdahlgren.se;Bengt Dahlgren Syd AB
25294732589;benteler.com;BENTELER International
25533902479;benteler.com;Benteler Automotive Skultuna AB
27287535521;benteler.com;Benteler Automotive Skultuna AB
28935997613;berg-hansen.no;BERG-HANSEN NORD-NORGE AS
23976787054;berg-hansen.no;BERG-HANSEN REISEBUREAU AS
16959862924;berg-hansen.no;Berg-Hansen
20357430188;bergen-chamber.no;BERGEN NÆRINGSRÅD
18681386383;bergen-chamber.no;Bergen Næringsråd
29584923197;bergenlive.no;BERGEN LIVE AS
16960109098;bergenlive.no;Bergen Live
30141733552;bergesag.no;XL BYGG BERGE SAG AS
30150667051;bergesag.no;XL BYGG BERGE SAG AS
17179933764;berner.fi;Berner Oy
20478657060;berner.fi;Berner Oy
29501655936;berners.se;AB Berner & Co
29500262987;berners.se;Berners
23978780184;beslagometall.se;AB Beslag & Metall
21700108626;beslagometall.se;Beslag & Metall
23751947335;besqab.se;Besqab Ab
28903449175;besqab.se;Besqab Projektutveckling Aktiebolag
20718699851;bestglass.fi;Best Glass Oy
19395575450;bestglass.fi;BestGlass
16181762433;bestseller.com;Bestseller
27288463455;bestseller.com;Bestseller Sverige AB
22745547081;betanien.no;STIFTELSEN BETANIEN
19268845673;betanien.no;Stiftelsen Betanien
22151626038;betonmast.no;BETONMAST BOLIGBYGG AS
16795176286;betonmast.no;Betonmast
30135474442;bevola.dk;BEVOLA NORGE AS
30141103685;bevola.dk;BEVOLA NORGE AS
30153741172;bevola.dk;BEVOLA NORGE AS
18105432888;bi.no;Handelshøyskolen BI
20355745421;bi.no;STIFTELSEN HANDELSHØYSKOLEN BI
16960135234;bigbite.no;Big Bite Submarines AS
23717325611;bigbite.no;Bitastad
17531005309;bilbolaget.nu;Bilbolaget
26736224842;bilbolaget.nu;Bilbolaget Lastvagnar, Persson & Co AB
30134246497;bilbutikk1.no;BILBUTIKK 1 AS
30152670622;bilbutikk1.no;BILBUTIKK 1 AS
29522932033;biltema.se;Biltema Real Estate Sweden AB
26758708592;biltema.se;Biltema Sweden AB
29513479567;biltema.se;Biltema Sweden AB
24995665730;biovac.no;BIOVAC ENVIRONMENTAL TECHNOLOGY AS
16960166177;biovac.no;Biovac
29203072039;bivab.se;Bivab
29199537999;bivab.se;Buss i Väst Aktiebolag
16323967317;bixia.se;Bixia
22391024650;bixia.se;Bixia AB
28633176862;bjarekraft.se;BJÄRE KRAFT EK FÖR
28655949608;bjarekraft.se;Bjäre Kraft Bredband AB
17553431371;bjurfors.se;Bjurfors
26735097613;bjurfors.se;Bjurfors Privatmarknad i Malmö AB
26754199728;bjurfors.se;Bjurfors i Göteborg AB
23975331119;blaakors.no;SEIERSBORG VIDEREGÅENDE SKOLE FREDRIKSTAD AS
22745655468;blaakors.no;STIFTELSEN BLÅ KORS FREDRIKSTAD
30135010833;blackbox.no;BLACK BOX NORGE AS
30164008316;blackbox.no;BLACK BOX NORGE AS
18427300184;blackbox.no;Black Box teater
17612469274;blackbruin.com;Black Bruin Oy
20478570678;blackbruin.com;Black Bruin Oy
20332741918;blackdonuts.com;Black Donuts
20817593148;blackdonuts.com;Black Donuts Engineering Oy
15595157051;blaklader.com;Blaklader
20478564160;blaklader.com;Blåkläder Oy
22746014780;blakors.no;BLÅ KORS NORGE
16960227455;blakors.no;Blå Kors
30144676234;blaser-group.com;BLASER GROUP NORWAY AS
27899723629;blaser-group.com;Blaser Group AB
17565352458;blaser-group.com;Blaser Group Ltd
30134857317;blikk.as;MO VARME AS
30144676238;blikk.as;MO VARME AS
30164008314;blikk.as;MO VARME AS
29585384282;blikk.as;TH BLIKK HOLDING AS
17565788701;blomsterlandet.se;Blomsterlandet
29862940080;blomsterlandet.se;S-Invest Trading Aktiebolag
20525321067;blowtechgroup.com;BLOWTECH GT AS
26334796196;blowtechgroup.com;Blowtech GP AB
20106991506;blueimport.fi;Blue Import
20717516678;blueimport.fi;Blue Import BIM Oy
28925991443;bluelogic.no;BLUE LOGIC AS
16960281168;bluelogic.no;Blue Logic
17616069685;bluetechfinland.com;Bluetech Finland
20817889145;bluetechfinland.com;Bluetech Finland Oy
30139555649;bmc-norge.no;BUILDING MATERIAL CORPORATION TRADING AS
30140331443;bmc-norge.no;BUILDING MATERIAL CORPORATION TRADING AS
30148965398;bmc-norge.no;BUILDING MATERIAL CORPORATION TRADING AS
30149120879;bmc-norge.no;BUILDING MATERIAL CORPORATION TRADING AS
30149584963;bmc-norge.no;BUILDING MATERIAL CORPORATION TRADING AS
17572407858;bolon.com;Bolon
25015168016;bolon.com;Bolon AB
17573983598;bona.com;Bona
27349199633;bona.com;Bona AB
25005142705;bona.com;Bona Sweden AB
18488354950;boreal.fi;Boreal
20352181161;boreal.fi;Boreal Kasvinjalostus Oy
25002299023;borealisgroup.com;Borealis AB
15256831782;borealisgroup.com;Borealis AG
22401720121;borgholmenergi.se;Borgholm Energi AB
22402349448;borgholmenergi.se;Borgholm Energi Elnät AB
25300336816;borregaard.com;BORREGAARD AS
20477489669;borregaard.com;BORREGAARD ASA
17585307812;boule.com;Boule
23978780183;boule.com;Boule Medical AB
25955413647;braekhus.no;ADVOKAT ANTONIO HOLSTAD
25962604040;braekhus.no;BRÆKHUS ADVOKATFIRMA DA
16992685409;braekhus.no;Brækhus
26764842862;brafab.se;Bra Fritidsprodukter AB (Brafab)
27349663371;brafab.se;Bra Fritidsprodukter AB (Brafab)
14980812955;bravida.se;Bravida
22403065196;bravida.se;Bravida Sverige AB
16992645208;breas.com;Breas Medical
25001002102;breas.com;Breas Medical AB
23732792375;brodr-ringstad.no;BRØDRENE RINGSTAD AS
30151594066;brodr-ringstad.no;BRØDRENE RINGSTAD AS
17802942271;brokk.com;Brokk
26129091227;brokk.com;Brokk Aktiebolag
22195923621;brunstad.no;BRUNSTAD AS
16992783116;brunstad.no;Brunstad AS
17639357296;brunswickrealestate.com;Brunswick Real Estate
28907790726;brunswickrealestate.com;Brunswick Real Estate AB
17466998673;bufdir.no;Bufdir
20520776368;bufdir.no;FAMILIEVERNKONTORET I VEST-AGDER
17804898411;bulten.com;Bulten Group
28844999209;bulten.com;Bulten Hallstahammar AB
22404781314;byggdialog.se;Bygg Dialog AB
17806667572;byggdialog.se;Byggdialog
28909117736;byggmax.se;BYGGmax AB
17808898702;byggmax.se;Byggmax
28929768965;bylarm.no;STIFTELSEN BYLARM
18681364589;bylarm.no;by:Larm
17808647787;byredo.com;BYREDO
26547454019;byredo.com;Byredo AB
17808903813;bywe.com;ByWe
26765681763;bywe.com;ByWe AB
27311855169;bywe.com;ByWe AB
28589878566;c4energi.se;C4 Elnät Aktiebolag
17808698236;c4energi.se;C4 Energi
22390035084;c4energi.se;C4 Energi Aktiebolag
28638736537;c4energi.se;Kristianstads Biogas AB
20987525289;calefa.fi;Calefa Oy
30672879903;calefa.fi;Calefa Oy
24994692110;cambi.com;CAMBI GROUP AS
16996543809;cambi.com;Cambi
16065280868;camfil.com;Camfil
25530970242;camfil.com;Camfil Svenska Aktiebolag
15304076803;canon.se;Canon Svenska
26755322238;canon.se;Canon Svenska AB
25012703016;caparol.se;DAW Nordic AB
26339563404;caparol.se;DAW Nordic AB
23481013313;capgemini.com;Capgemini Finland Oy
15119228086;capgemini.com;Matiq
18263016976;care.no;CARE
22746297480;care.no;CARE NORGE
30138627927;carglass.no;CARGLASS AS
30149120881;carglass.no;CARGLASS AS
30150513239;carglass.no;CARGLASS AS
30153285634;carglass.no;CARGLASS AS
30137643359;carglass.no;Carglass
15642376222;cargotec.com;Cargotec Corporation
29881360426;cargotec.com;Kalmar Finland Oy
25013027342;carlsbergsverige.se;Carlsberg Supply Company Sverige AB
26764143240;carlsbergsverige.se;Carlsberg Sverige AB
26760711338;carpenter.com;Carpenter Sweden AB
27312167287;carpenter.com;Carpenter Sweden AB
17419417943;carpenter.com;Ed Carpenter
18590075571;casemet.fi;Casemet Oy
20860909345;casemet.fi;Casemet Oy
17809233000;castellum.se;Castellum
28908914486;castellum.se;Castellum Aktiebolag
28847548772;castellum.se;Castellum Stockholm AB
28858802768;castellum.se;Castellum Väst AB
30136404376;cathwell.com;CATHWELL AS
30141103686;cathwell.com;CATHWELL AS
30152978058;cathwell.com;CATHWELL AS
17002058392;cathwell.com;Cathwell
17010609440;catosenteret.no;CatoSenteret
22745698392;catosenteret.no;STIFTELSEN CATOSENTERET
16050290599;cbre.com;CBRE
28839730730;cbre.com;CBRE GWS Sweden AB
17811637175;ccmhockey.com;CCM Hockey
27290477964;ccmhockey.com;CCM Hockey AB
25013196883;cenova.se;Cenova AB
26355915836;cenova.se;Cenova Aktiebolag
17836906907;cervera.se;Cervera
26731695531;cervera.se;Cervera AB
26310443275;cfeed.no;C-FEED AS
18123005051;cfeed.no;CFEED
28946020362;cfmoller.com;C.F. MØLLER NORGE AS
17423072063;cfmoller.com;CF
17083309333;chemigate.fi;Chemigate OY
20861190978;chemigate.fi;Chemigate Oy
25972996490;chiron.no;CHIRON AS
25297024687;chiron.no;CHIRON PHARMASYNTH AS
20717593365;chs.fi;CHS Air & Sea Oy
17639399787;chs.fi;CHS Group
20817798943;chs.fi;CHS Holding Oy
20815008647;chs.fi;CHS Solutions Oy
17390755971;cicero.oslo.no;CICERO Center for International Climate Research
22151365956;cicero.oslo.no;CICERO SENTER FOR KLIMAFORSKNING
17850694712;cidanmachinery.com;CIDAN Machinery
26126203773;cidanmachinery.com;CIDAN Machinery Sweden AB
16317283471;cimcorp.com;Cimcorp Automation Ltd
20478628885;cimcorp.com;Cimcorp Oy
18695815055;cityvarasto.fi;Cityvarasto Ltd
20817652567;cityvarasto.fi;Cityvarasto Oyj
16298334994;clearchannel.fi;Clear Channel FI
20817880218;clearchannel.fi;Clear Channel Suomi Oy
20355718696;clearchannel.no;CLEAR CHANNEL NORWAY AS
17003612598;clearchannel.no;Clear Channel
22402719836;climat80.se;Climat 80 Aktiebolag
28649207651;climat80.se;Klimatkyl i Malmö Aktiebolag
17850551984;cloetta.se;Cloetta
25007087703;cloetta.se;Cloetta Sverige AB
20521582877;cmi.no;CHR MICHELSENS INSTITUTT FOR VIDENSKAP OG ÅNDSFRIHET
18025502216;cmi.no;Chr. Michelsen Institute
25972994369;codex.no;CODEX ADVOKAT OSLO AS
17004691129;codex.no;Codex Advokat
29609695560;concom.no;CONCEPT COMMUNICATION AS
17004815791;concom.no;Concept Communication
24999130758;consiliumsafety.com;Consilium Marine & Safety AB
18026475383;consiliumsafety.com;Consilium Safety
29599445861;consto.no;CONSTO AS
22123708476;consto.no;CONSTO ØST AS
17005693186;consto.no;Consto
17850772747;constructor.se;Constructor
27287380020;constructor.se;Constructor Sverige AB
17850773316;convendum.se;CONVENDUM
28857334876;convendum.se;Convendum Stockholm City AB
17850758970;coopervision.com;CooperVision, Inc.
26765012055;coopervision.com;Coopervision Nordic AB
27321683091;coopervision.com;Coopervision Nordic AB
28939682914;coor.no;COOR SERVICE MANAGEMENT AS
23709243201;coor.no;COOR Service Management
28872430693;corem.se;Corem Property Group AB
28906804299;corem.se;Corem Property Group AB
17851083846;croisette.se;Croisette
28907263258;croisette.se;Croisette AB
18541690794;csc.fi;CSC
23475339586;csc.fi;CSC-Tieteen tietotekniikan keskus Oy
17931423247;csub.com;CSUB
25284101216;csub.com;CSUB AS
22390977950;culinar.se;Culinar Sverige AB
25012869712;culinar.se;Culinar Sverige AB
17086423954;cupori.com;Cupori
20860955232;cupori.com;Cupori Oy
20817534759;dachser.fi;DACHSER Finland Air & Sea Logistics Oy
20817510219;dachser.fi;DACHSER Finland Oy
30139092823;dahm.no;C DAHM MASKINFORRETNING AS
30148811657;dahm.no;C DAHM MASKINFORRETNING AS
17851104664;daloc.se;Daloc - Säkra dörrar
26135958350;daloc.se;Daloc AB
26571174441;daloc.se;Daloc AB
25013368340;daloc.se;Daloc Trädörrar AB
26564243363;daloc.se;Daloc Trädörrar AB
30163549724;danalim.dk;DANA LIM NORGE AS
17442289775;danalim.dk;Dana Lim
11578457097;danfoss.com;Danfoss
20478444213;danfoss.com;Danfoss Drives Oy
20477888105;danfoss.com;Danfoss Editron Oy
20478663710;danfoss.com;Danfoss Power Solutions Oy Ab
20478463921;danfoss.com;Oy Danfoss Ab
17464664905;danishcrown.com;Danish Crown
25002559506;danishcrown.com;Danish Crown Jönköping AB
16298415434;davafoods.fi;DAVA Foods
20352393994;davafoods.fi;DAVA Foods Finland Oy
17851079183;davafoods.se;DAVA Foods
22391011941;davafoods.se;DAVA Foods Sweden AB
18838152273;dbsantasalo.com;David Brown Santasalo
